/home/tevs/2017wes/unproc/003/003126.jpg,f,t
/home/tevs/2017wes/unproc/003/003132.jpg,f,t
/home/tevs/2017wes/unproc/003/003268.jpg,f,t
/home/tevs/2017wes/unproc/003/003306.jpg,f,t
/home/tevs/2017wes/unproc/001/001734.jpg,f,t
/home/tevs/2017wes/unproc/001/001744.jpg,f,t
/home/tevs/2017wes/unproc/001/001042.jpg,f,t
/home/tevs/2017wes/unproc/003/003010.jpg,f,t
/home/tevs/2017wes/unproc/003/003024.jpg,f,t
/home/tevs/2017wes/unproc/004/004232.jpg,f,t
/home/tevs/2017wes/unproc/003/003034.jpg,f,t
/home/tevs/2017wes/unproc/003/003054.jpg,f,t
/home/tevs/2017wes/unproc/003/003060.jpg,f,t
/home/tevs/2017wes/unproc/003/003064.jpg,f,t
/home/tevs/2017wes/unproc/003/003116.jpg,f,t
/home/tevs/2017wes/unproc/005/005512.jpg,t,f
/home/tevs/2017wes/unproc/000/000090.jpg,t,f
/home/tevs/2017wes/unproc/000/000238.jpg,t,f
/home/tevs/2017wes/unproc/001/001156.jpg,t,f
/home/tevs/2017wes/unproc/002/002184.jpg,t,f
/home/tevs/2017wes/unproc/003/003466.jpg,t,f
/home/tevs/2017wes/unproc/003/003648.jpg,t,f
/home/tevs/2017wes/unproc/003/003684.jpg,t,f
/home/tevs/2017wes/unproc/003/003736.jpg,t,f
/home/tevs/2017wes/unproc/003/003940.jpg,t,f
/home/tevs/2017wes/unproc/004/004500.jpg,t,f
/home/tevs/2017wes/unproc/004/004510.jpg,t,f
/home/tevs/2017wes/unproc/004/004550.jpg,t,f
/home/tevs/2017wes/unproc/004/004646.jpg,t,f
/home/tevs/2017wes/unproc/000/000062.jpg,t,f
